user_id,date,transaction_type,transaction_amount
user_49,2025-10-20,Healthcare,7635.52
user_49,2025-09-28,Insurance,7251.94
user_49,2025-05-30,Groceries,15394.16
user_49,2025-06-05,EMI,36097.53
user_49,2025-09-26,Salary Credit,40378.03
user_49,2025-07-21,Utilities,34544.85
user_49,2025-07-14,Rent,3823.53
user_49,2025-08-01,Groceries,30387.64
user_49,2025-07-15,Rent,26231.22
user_49,2025-09-02,Dining,10612.54
user_49,2025-05-18,Insurance,1720.49
user_49,2025-10-14,Healthcare,22468.89
user_49,2025-10-26,Salary Credit,46339.2
user_49,2025-09-15,EMI,20525.59
user_49,2025-05-25,Groceries,41103.41
user_50,2025-07-02,EMI,41173.48
user_50,2025-08-09,Insurance,43036.04
user_50,2025-09-21,Utilities,6598.23
user_50,2025-08-17,Groceries,31991.76
user_50,2025-10-05,Groceries,7513.47
user_50,2025-11-04,Dining,8953.39
user_50,2025-06-29,Healthcare,10417.38
user_50,2025-10-23,Insurance,14856.79
user_50,2025-05-09,Rent,47975.03
user_50,2025-10-12,Insurance,18683.3
user_50,2025-09-23,EMI,19863.87
user_50,2025-06-06,Rent,23466.2
user_50,2025-09-20,Investment,7834.24
user_50,2025-07-14,EMI,23125.57
user_50,2025-08-24,Utilities,19776.76
user_50,2025-05-22,Utilities,15486.7
user_50,2025-09-03,Utilities,22501.73
user_50,2025-06-03,Fuel,48158.43
user_50,2025-06-01,Insurance,44180.0
user_50,2025-10-31,Insurance,14206.75
user_50,2025-06-09,Groceries,18208.51
user_50,2025-08-08,Healthcare,10933.62
user_50,2025-07-24,Healthcare,19835.9
user_50,2025-09-07,Rent,9137.6
user_50,2025-09-10,Groceries,17917.42
user_50,2025-07-05,Utilities,17294.91
user_50,2025-06-10,Groceries,14277.84
user_50,2025-09-09,EMI,46212.11
user_50,2025-05-12,Rent,45849.92
user_50,2025-08-30,Insurance,19137.88
user_50,2025-11-04,Insurance,30489.17
user_50,2025-09-01,Groceries,29013.93
user_50,2025-07-11,Healthcare,38882.2
user_50,2025-07-06,Healthcare,13331.69
user_50,2025-05-28,Fuel,29648.18
user_50,2025-07-03,Utilities,17730.71
user_50,2025-10-25,Utilities,41579.37
user_51,2025-05-26,Salary Credit,1961.33
user_51,2025-07-23,Groceries,11969.36
user_51,2025-05-26,Rent,25221.98
user_51,2025-06-12,Insurance,16521.14
user_51,2025-05-28,Dining,49075.76
user_51,2025-06-21,Dining,5718.87
user_51,2025-10-16,Groceries,36544.08
user_51,2025-10-07,Investment,37912.79
user_51,2025-05-27,Investment,46157.6
user_51,2025-05-19,Salary Credit,30789.23
user_51,2025-09-12,Rent,2352.2
user_51,2025-07-22,Rent,22355.66
user_51,2025-09-19,Fuel,30523.4
user_51,2025-06-15,Salary Credit,46215.77
user_51,2025-06-14,Fuel,5829.22
user_51,2025-10-31,Insurance,19192.63
user_51,2025-10-27,Utilities,28045.18
user_51,2025-07-29,Dining,12998.5
user_51,2025-10-14,Insurance,34103.03
user_51,2025-09-03,Dining,10459.04
user_51,2025-08-29,Groceries,21986.12
user_51,2025-09-23,Healthcare,40529.27
user_52,2025-10-27,Rent,29314.34
user_52,2025-08-26,Rent,10575.21
user_52,2025-07-16,Groceries,44717.91
user_52,2025-11-04,Fuel,38832.09
user_52,2025-08-15,Utilities,27555.75
user_52,2025-05-06,Rent,17365.21
user_52,2025-09-13,Healthcare,25060.69
user_52,2025-08-28,Dining,28733.32
user_52,2025-07-03,Insurance,25292.09
user_52,2025-08-11,Fuel,31114.7
user_52,2025-09-22,Healthcare,42744.37
user_52,2025-10-19,Rent,22224.46
user_52,2025-07-25,Investment,43761.86
user_52,2025-05-15,Utilities,4368.12
user_52,2025-06-29,Healthcare,15262.24
user_52,2025-10-13,Rent,25186.26
user_52,2025-09-09,Salary Credit,30273.73
user_52,2025-05-20,Fuel,1615.85
user_52,2025-10-19,EMI,46152.53
user_52,2025-09-29,EMI,19826.11
user_52,2025-07-03,Fuel,3863.66
user_52,2025-06-24,Groceries,48421.68
user_52,2025-09-08,Rent,26953.98
user_52,2025-05-20,Dining,42733.16
user_52,2025-08-26,Utilities,25252.33
user_52,2025-09-18,Investment,31122.92
user_53,2025-10-02,Rent,29347.24
user_53,2025-05-13,EMI,32834.98
user_53,2025-09-06,Salary Credit,17233.24
user_53,2025-05-09,EMI,10425.31
user_53,2025-05-20,Salary Credit,7394.79
user_53,2025-05-28,Healthcare,40929.74
user_53,2025-10-10,Fuel,46246.63
user_53,2025-10-28,Salary Credit,12163.05
user_53,2025-07-20,Rent,40380.27
user_53,2025-05-25,Utilities,45264.03
user_53,2025-05-06,Salary Credit,17619.36
user_53,2025-08-03,Rent,47520.44
user_53,2025-10-15,Utilities,37094.82
user_53,2025-05-19,Rent,44432.17
user_53,2025-06-01,Insurance,47356.73
user_53,2025-06-14,EMI,36304.82
user_53,2025-10-31,Rent,2262.2
user_53,2025-08-05,Healthcare,11649.63
user_53,2025-08-30,Fuel,21860.02
user_53,2025-08-30,EMI,39186.32
user_53,2025-09-20,Dining,1561.44
user_53,2025-08-23,Salary Credit,1804.51
user_53,2025-05-06,Dining,26942.2
user_53,2025-09-27,Investment,34256.09
user_53,2025-06-30,Salary Credit,27848.55
user_53,2025-10-21,Salary Credit,19662.68
user_53,2025-07-12,Investment,34924.31
user_53,2025-10-28,Investment,35216.22
user_53,2025-05-31,Healthcare,7319.64
user_53,2025-09-12,Insurance,6340.63
user_53,2025-08-28,Utilities,49135.46
user_53,2025-09-18,Fuel,17913.56
user_53,2025-07-20,Fuel,22107.98
user_53,2025-10-22,Salary Credit,12289.43
user_53,2025-06-18,Rent,29636.56
user_53,2025-07-01,Dining,20946.74
user_53,2025-10-03,Healthcare,28618.41
user_54,2025-08-18,Dining,40724.78
user_54,2025-05-12,Rent,3304.4
user_54,2025-05-23,Insurance,9439.38
user_54,2025-09-09,Salary Credit,16049.23
user_54,2025-05-09,Utilities,32932.84
user_54,2025-06-14,Dining,49905.4
user_54,2025-06-01,Groceries,30503.13
user_54,2025-05-24,Insurance,33050.35
user_54,2025-09-25,Rent,4280.7
user_54,2025-07-11,Healthcare,10690.12
user_54,2025-05-19,Fuel,44933.19
user_54,2025-10-02,Dining,22455.32
user_54,2025-06-19,EMI,47100.64
user_54,2025-10-08,Healthcare,14987.83
user_54,2025-08-13,Dining,26578.79
user_54,2025-08-17,EMI,16283.52
user_54,2025-09-17,Healthcare,25420.55
user_54,2025-07-21,Salary Credit,17658.45
user_54,2025-05-23,Investment,35422.33
user_54,2025-05-10,Utilities,24567.28
user_55,2025-05-07,Dining,45646.44
user_55,2025-08-13,Healthcare,11911.53
user_55,2025-09-24,Healthcare,10933.1
user_55,2025-09-07,Fuel,36383.08
user_55,2025-09-25,Groceries,2275.45
user_55,2025-07-04,Dining,35067.93
user_55,2025-05-28,Insurance,47675.73
user_55,2025-07-29,Salary Credit,25195.92
user_55,2025-06-12,Salary Credit,13879.78
user_55,2025-10-24,Utilities,19516.74
user_55,2025-05-16,Rent,3456.14
user_55,2025-06-13,Utilities,19504.84
user_55,2025-05-06,Salary Credit,43207.25
user_55,2025-08-09,Investment,22478.98
user_55,2025-07-24,Dining,10683.64
user_55,2025-06-01,Groceries,33166.32
user_55,2025-09-02,Healthcare,3086.85
user_55,2025-10-11,EMI,2049.65
user_55,2025-05-08,Fuel,46892.58
user_55,2025-05-17,Utilities,37846.66
user_55,2025-05-19,Fuel,46173.58
user_55,2025-07-25,EMI,40607.06
user_56,2025-07-26,Dining,37983.98
user_56,2025-07-24,Fuel,36426.42
user_56,2025-10-30,Utilities,21986.76
user_56,2025-06-06,Investment,39239.33
user_56,2025-08-11,Salary Credit,40466.14
user_56,2025-09-03,Healthcare,19711.47
user_56,2025-08-06,EMI,42996.45
user_56,2025-05-14,Healthcare,23443.38
user_56,2025-09-02,Utilities,36101.4
user_56,2025-06-11,Healthcare,13374.99
user_56,2025-09-05,Investment,23632.96
user_56,2025-07-18,Dining,7027.7
user_56,2025-05-20,Salary Credit,14394.66
user_56,2025-05-17,EMI,4734.07
user_56,2025-09-19,Dining,38681.29
user_56,2025-06-14,EMI,17207.85
user_56,2025-10-07,Investment,2411.01
user_56,2025-06-26,EMI,18403.9
user_56,2025-06-24,EMI,39230.1
user_56,2025-10-15,Utilities,1110.79
user_56,2025-05-14,EMI,28637.83
user_56,2025-08-16,Fuel,41881.99
user_56,2025-06-30,Groceries,22468.53
user_56,2025-07-17,Salary Credit,22275.51
user_56,2025-08-15,Insurance,2331.69
user_56,2025-08-10,Fuel,24270.29
user_56,2025-07-07,Healthcare,11283.2
user_56,2025-06-17,Salary Credit,29188.73
user_56,2025-09-26,Rent,14184.06
user_56,2025-10-21,Utilities,27796.67
user_56,2025-07-09,Rent,22301.76
user_56,2025-07-22,EMI,38415.85
user_56,2025-11-01,EMI,13347.27
user_56,2025-09-07,Insurance,6797.51
user_56,2025-07-15,Groceries,7771.64
user_56,2025-06-20,Utilities,32970.92
user_56,2025-06-21,Dining,6165.1
user_56,2025-06-21,Salary Credit,9620.65
user_57,2025-10-23,Insurance,29204.59
user_57,2025-11-03,Salary Credit,27893.68
user_57,2025-10-14,Dining,3510.24
user_57,2025-05-25,EMI,48776.48
user_57,2025-06-14,Salary Credit,34080.2
user_57,2025-10-01,Fuel,27251.85
user_57,2025-07-31,Salary Credit,30228.65
user_57,2025-06-25,Fuel,5903.59
user_57,2025-10-07,Healthcare,22468.73
user_57,2025-06-21,Healthcare,4333.79
user_57,2025-07-31,Dining,16626.56
user_57,2025-07-25,Fuel,41542.32
user_57,2025-06-30,Investment,4033.96
user_57,2025-05-29,Investment,43854.73
user_57,2025-08-04,Groceries,1722.38
user_57,2025-06-22,Utilities,39514.14
user_57,2025-06-13,Fuel,48767.39
user_57,2025-10-03,Fuel,23798.91
user_57,2025-09-12,EMI,31284.86
user_57,2025-10-22,Groceries,18730.94
user_57,2025-09-19,EMI,46550.27
user_57,2025-09-05,Utilities,1764.0
user_57,2025-09-27,Utilities,10968.24
user_57,2025-08-08,Fuel,25784.41
user_57,2025-10-28,Healthcare,39281.62
user_57,2025-08-22,Fuel,47027.02
user_57,2025-10-20,Investment,41620.98
user_57,2025-09-10,Salary Credit,33024.44
user_57,2025-10-07,Groceries,19363.94
user_57,2025-08-02,Rent,47781.38
user_57,2025-08-16,Dining,28487.42
user_57,2025-09-19,Utilities,31701.06
user_57,2025-07-07,Investment,27178.89
user_57,2025-07-10,Rent,42455.96
user_57,2025-06-28,Healthcare,40011.17
user_57,2025-08-25,Utilities,23880.29
user_58,2025-10-04,Healthcare,22330.36
user_58,2025-07-18,EMI,10153.67
user_58,2025-06-24,Utilities,15006.73
user_58,2025-06-17,Dining,16769.88
user_58,2025-10-20,Fuel,11929.09
user_58,2025-10-14,Fuel,37535.32
user_58,2025-06-09,Rent,34807.12
user_58,2025-10-02,Insurance,36773.52
user_58,2025-05-26,Investment,18413.12
user_58,2025-10-09,Fuel,28242.63
user_58,2025-07-25,Rent,45774.46
user_58,2025-09-06,Insurance,30458.32
user_58,2025-05-30,Insurance,39422.06
user_58,2025-06-11,Dining,28682.44
user_58,2025-08-20,Groceries,46322.99
user_58,2025-10-07,Dining,38934.19
user_58,2025-08-12,Investment,33868.2
user_58,2025-06-27,Groceries,30474.51
user_58,2025-05-08,EMI,17407.8
user_58,2025-05-16,Rent,4534.54
user_58,2025-05-22,Investment,25498.78
user_58,2025-05-06,Groceries,29012.58
user_58,2025-10-04,Dining,45043.69
user_58,2025-10-04,Insurance,1267.86
user_58,2025-07-23,Rent,21221.97
user_58,2025-08-27,Healthcare,35713.4
user_58,2025-07-28,Insurance,37271.27
user_58,2025-09-21,Groceries,43538.21
user_58,2025-05-08,Investment,1684.61
user_58,2025-09-08,Groceries,49501.71
user_58,2025-07-25,Groceries,25987.41
user_58,2025-07-31,Healthcare,45971.84
user_58,2025-10-24,Investment,18041.2
user_58,2025-09-27,Investment,34997.97
user_58,2025-07-07,Dining,35743.18
user_58,2025-06-19,Rent,17172.01
user_59,2025-07-04,Utilities,30633.49
user_59,2025-05-29,Rent,49709.64
user_59,2025-06-29,Salary Credit,4150.75
user_59,2025-07-28,Fuel,47520.99
user_59,2025-07-29,Investment,31726.18
user_59,2025-10-29,Investment,14819.91
user_59,2025-05-18,Insurance,35155.63
user_59,2025-05-11,Groceries,36323.52
user_59,2025-08-22,Utilities,45858.92
user_59,2025-08-25,Healthcare,4647.58
user_59,2025-05-25,Salary Credit,29880.89
user_59,2025-05-18,Fuel,33858.4
user_59,2025-07-11,Insurance,19279.04
user_59,2025-10-25,Insurance,9247.75
user_59,2025-09-10,Utilities,14325.33
user_59,2025-09-07,Rent,11997.05
user_59,2025-08-28,Insurance,17385.3
user_59,2025-11-03,Utilities,26125.04
user_59,2025-07-31,Healthcare,29201.5
user_59,2025-06-14,Investment,14620.23
user_59,2025-06-21,Investment,16269.63
user_59,2025-05-11,Groceries,47698.93
user_59,2025-06-07,Salary Credit,40792.37
user_59,2025-06-06,Dining,21811.61
user_59,2025-07-22,EMI,28969.32
user_59,2025-07-20,Utilities,16061.19
user_59,2025-10-25,Fuel,14597.15
user_59,2025-09-11,Rent,14748.24
user_59,2025-05-17,Insurance,22226.38
user_59,2025-10-21,Groceries,14779.7
user_60,2025-08-19,Utilities,37796.71
user_60,2025-06-08,Dining,33488.46
user_60,2025-06-26,Groceries,5250.81
user_60,2025-06-28,Healthcare,42020.1
user_60,2025-09-14,Groceries,1853.83
user_60,2025-08-24,Salary Credit,48012.91
user_60,2025-10-22,Healthcare,27126.84
user_60,2025-08-27,Dining,829.92
user_60,2025-10-08,Salary Credit,18792.26
user_60,2025-07-23,EMI,47119.39
user_60,2025-09-18,Utilities,21611.88
user_60,2025-10-18,Insurance,26284.25
user_60,2025-05-21,Insurance,15099.61
user_60,2025-05-19,Rent,35954.42
user_60,2025-07-28,Rent,22498.05
user_60,2025-07-20,Investment,24916.15
user_60,2025-08-25,Rent,43292.89
user_60,2025-09-25,EMI,36715.87
user_60,2025-06-06,Rent,48437.76
user_60,2025-06-20,Rent,37341.74
user_60,2025-09-10,Dining,36504.4
user_60,2025-07-06,Fuel,8258.0
user_60,2025-10-04,Fuel,14167.35
user_60,2025-07-28,Healthcare,33768.03
user_60,2025-10-07,Rent,35487.09
user_60,2025-08-22,Fuel,44667.49
user_60,2025-08-03,Salary Credit,21952.19
user_60,2025-07-02,Healthcare,16217.6
user_61,2025-07-07,Salary Credit,47484.54
user_61,2025-07-30,Salary Credit,12672.73
user_61,2025-08-05,Utilities,19122.35
user_61,2025-10-29,Dining,33830.71
user_61,2025-08-21,EMI,23770.71
user_61,2025-05-10,Insurance,40786.51
user_61,2025-11-04,Insurance,14488.68
user_61,2025-06-05,Dining,31921.25
user_61,2025-06-16,Rent,47566.22
user_61,2025-06-17,Dining,658.29
user_61,2025-10-26,Rent,24789.21
user_61,2025-05-15,Utilities,10823.08
user_61,2025-06-02,Groceries,2421.23
user_61,2025-06-25,EMI,30862.22
user_61,2025-05-30,Utilities,12118.43
user_61,2025-09-20,Fuel,24469.54
user_61,2025-07-09,Groceries,43955.54
user_61,2025-10-09,Dining,43814.43
user_61,2025-09-07,Insurance,24765.99
user_61,2025-09-24,Investment,30093.18
user_61,2025-06-18,Healthcare,24307.47
user_61,2025-09-02,Rent,11337.06
user_61,2025-08-14,EMI,21269.9
user_61,2025-07-26,Insurance,16607.15
user_61,2025-08-13,Investment,6233.05
user_61,2025-10-19,Insurance,47837.62
user_61,2025-10-02,Rent,17705.14
user_61,2025-09-18,Investment,35388.53
user_61,2025-10-22,Insurance,42085.98
user_61,2025-06-17,Insurance,30252.41
user_61,2025-08-06,Dining,1933.65
user_61,2025-06-12,EMI,25620.63
user_61,2025-10-19,Investment,3509.76
user_61,2025-08-31,Fuel,13449.46
user_61,2025-06-20,Fuel,20855.84
user_61,2025-09-06,Insurance,21547.36
user_61,2025-10-11,EMI,45662.25
user_62,2025-07-19,Insurance,36545.25
user_62,2025-06-08,Fuel,31995.18
user_62,2025-09-04,Salary Credit,15771.28
user_62,2025-08-25,Investment,11454.85
user_62,2025-07-30,Groceries,27032.65
user_62,2025-08-10,Rent,47419.95
user_62,2025-09-13,Utilities,30732.19
user_62,2025-05-12,Groceries,30445.58
user_62,2025-08-18,Salary Credit,47538.79
user_62,2025-09-07,Salary Credit,40219.44
user_62,2025-09-04,Rent,39131.46
user_62,2025-06-04,Fuel,45655.31
user_62,2025-10-14,Healthcare,3641.51
user_62,2025-10-16,Salary Credit,26173.13
user_62,2025-06-10,Fuel,27005.9
user_62,2025-09-21,Groceries,41988.38
user_62,2025-08-06,Investment,43056.28
user_62,2025-08-20,Dining,14864.28
user_62,2025-05-26,Groceries,45577.36
user_62,2025-07-19,Fuel,20963.07
user_62,2025-10-01,Healthcare,36800.05
user_62,2025-05-28,Salary Credit,2285.71
user_62,2025-07-21,Salary Credit,37878.53
user_62,2025-10-25,Healthcare,5574.78
user_62,2025-05-30,Investment,39671.5
user_62,2025-10-10,Salary Credit,8268.8
user_62,2025-08-09,EMI,1700.1
user_62,2025-08-02,Dining,2172.01
user_63,2025-05-24,Investment,32936.16
user_63,2025-10-15,Groceries,41005.65
user_63,2025-08-27,EMI,43168.19
user_63,2025-06-21,Rent,4157.57
user_63,2025-05-27,Investment,1497.63
user_63,2025-05-10,Healthcare,30441.16
user_63,2025-10-20,Groceries,5230.06
user_63,2025-07-23,Utilities,39734.69
user_63,2025-06-28,Dining,41657.85
user_63,2025-08-24,EMI,39346.2
user_63,2025-06-13,Investment,25861.6
user_63,2025-08-26,Salary Credit,15456.62
user_63,2025-08-02,Insurance,10532.0
user_63,2025-06-02,EMI,48478.49
user_63,2025-09-03,Utilities,23834.32
user_63,2025-10-16,EMI,21761.96
user_63,2025-08-21,Dining,48360.87
user_63,2025-09-01,Healthcare,14288.62
user_63,2025-05-14,EMI,45429.45
user_63,2025-06-12,Healthcare,25576.38
user_63,2025-06-25,Investment,1352.02
user_63,2025-07-02,Insurance,36514.09
user_63,2025-06-27,Fuel,38253.67
user_64,2025-07-01,Insurance,11591.01
user_64,2025-07-07,Salary Credit,20168.76
user_64,2025-07-20,Dining,22630.72
user_64,2025-07-25,Insurance,28376.09
user_64,2025-09-27,EMI,16955.56
user_64,2025-07-27,Rent,5221.76
user_64,2025-07-27,Groceries,10780.25
user_64,2025-08-21,Insurance,29873.77
user_64,2025-05-22,Rent,7495.86
user_64,2025-06-08,Utilities,41984.48
user_64,2025-07-20,Healthcare,36290.1
user_64,2025-10-15,Utilities,38148.79
user_64,2025-08-27,Salary Credit,38486.72
user_64,2025-05-23,EMI,20887.0
user_64,2025-07-07,Fuel,41799.01
user_64,2025-05-12,Salary Credit,16411.43
user_64,2025-05-11,Utilities,30137.14
user_64,2025-05-18,Salary Credit,13773.17
user_64,2025-07-15,Dining,37874.38
user_64,2025-07-29,Insurance,27506.64
user_64,2025-08-30,Fuel,47994.03
user_64,2025-09-28,Dining,16430.98
user_64,2025-05-17,Insurance,25964.34
user_65,2025-07-16,Rent,21572.25
user_65,2025-06-11,Rent,19096.46
user_65,2025-05-29,Salary Credit,8523.61
user_65,2025-09-19,Rent,8726.75
user_65,2025-07-17,Insurance,43552.58
user_65,2025-09-01,Rent,2433.57
user_65,2025-05-06,Investment,25011.63
user_65,2025-06-29,Healthcare,24616.07
user_65,2025-09-02,Healthcare,21198.29
user_65,2025-08-24,Salary Credit,15189.18
user_65,2025-05-29,Investment,49789.34
user_65,2025-05-08,EMI,26362.77
user_65,2025-09-15,Utilities,44532.48
user_65,2025-09-30,Utilities,32685.93
user_65,2025-08-29,Groceries,14864.74
user_65,2025-10-19,Dining,40239.28
user_65,2025-07-30,Fuel,26209.3
user_65,2025-07-17,EMI,23869.45
user_65,2025-09-19,Dining,46842.02
user_65,2025-10-15,Groceries,8629.79
user_65,2025-09-15,Insurance,986.15
user_65,2025-06-30,Investment,9371.68
user_66,2025-09-01,Rent,49668.86
user_66,2025-08-21,Salary Credit,15936.11
user_66,2025-09-05,Dining,10363.75
user_66,2025-09-12,Rent,27117.71
user_66,2025-05-28,Fuel,5188.37
user_66,2025-06-06,Utilities,23700.36
user_66,2025-07-07,Groceries,3805.21
user_66,2025-08-13,Healthcare,44225.49
user_66,2025-08-23,Fuel,31626.68
user_66,2025-09-03,Dining,14091.74
user_66,2025-10-04,Investment,29431.19
user_66,2025-07-06,EMI,18680.1
user_66,2025-10-14,Investment,46748.24
user_66,2025-08-03,Healthcare,27280.34
user_66,2025-08-25,Dining,4335.07
user_66,2025-05-18,Groceries,5597.33
user_66,2025-09-09,Dining,14359.28
user_66,2025-05-20,EMI,28401.16
user_66,2025-05-30,Groceries,39945.78
user_66,2025-06-10,Utilities,32419.09
user_66,2025-08-11,Investment,16842.93
user_66,2025-10-11,Utilities,30436.37
user_66,2025-07-05,Utilities,33590.6
user_66,2025-07-30,Insurance,10860.68
user_66,2025-09-08,Salary Credit,39276.56
user_66,2025-10-23,Dining,5021.24
user_66,2025-10-28,Utilities,7751.34
user_66,2025-05-14,Groceries,24035.47
user_66,2025-08-22,Salary Credit,16505.22
user_66,2025-07-23,Salary Credit,7280.26
user_66,2025-07-23,Insurance,21557.58
user_66,2025-10-20,Insurance,16690.92
user_66,2025-09-11,Healthcare,38120.37
user_66,2025-10-15,Dining,28227.18
user_66,2025-10-03,Investment,38809.02
user_67,2025-07-12,Fuel,15932.21
user_67,2025-09-11,Healthcare,16190.11
user_67,2025-05-27,Rent,44222.64
user_67,2025-09-27,Dining,47790.33
user_67,2025-06-09,EMI,35711.71
user_67,2025-10-11,Investment,28244.05
user_67,2025-10-13,Insurance,34907.44
user_67,2025-06-10,EMI,34425.7
user_67,2025-07-05,Healthcare,45038.23
user_67,2025-08-20,Fuel,9311.61
user_67,2025-09-22,Fuel,42840.93
user_67,2025-10-19,Fuel,36560.33
user_67,2025-06-08,Dining,31040.22
user_67,2025-10-20,Dining,19431.64
user_67,2025-05-29,Groceries,46693.03
user_67,2025-05-23,Salary Credit,10193.89
user_67,2025-10-22,Fuel,26537.13
user_67,2025-08-27,Salary Credit,29516.33
user_67,2025-05-10,Fuel,5158.37
user_67,2025-10-02,Fuel,45832.45
user_67,2025-08-18,Healthcare,46117.42
user_67,2025-10-09,Utilities,14014.88
user_67,2025-09-07,EMI,32262.87
user_67,2025-09-01,Investment,2673.91
user_67,2025-09-08,EMI,14071.6
user_67,2025-07-18,Salary Credit,48571.46
user_67,2025-09-29,Salary Credit,43227.67
user_67,2025-07-17,Insurance,49862.96
user_67,2025-05-27,Insurance,24769.87
user_67,2025-05-18,Insurance,37621.83
user_67,2025-06-01,Healthcare,40467.82
user_67,2025-06-15,Salary Credit,18791.93
user_67,2025-09-25,Utilities,44766.12
user_67,2025-05-22,Groceries,35429.16
user_67,2025-08-23,Groceries,43610.2
user_68,2025-08-06,Rent,21268.84
user_68,2025-08-24,Rent,3274.38
user_68,2025-10-23,Salary Credit,16054.71
user_68,2025-08-01,Healthcare,14235.17
user_68,2025-11-03,Dining,32927.71
user_68,2025-08-13,Salary Credit,16966.92
user_68,2025-09-18,Fuel,44937.96
user_68,2025-06-11,Groceries,45333.38
user_68,2025-10-28,Utilities,36245.71
user_68,2025-08-31,Fuel,26058.85
user_68,2025-06-26,Investment,21110.75
user_68,2025-05-30,Salary Credit,3715.27
user_68,2025-10-13,Healthcare,7801.94
user_68,2025-09-17,EMI,4656.45
user_68,2025-05-09,Insurance,2703.17
user_68,2025-09-26,Utilities,10334.83
user_68,2025-09-05,Healthcare,20757.95
user_68,2025-09-23,Salary Credit,15902.64
user_68,2025-08-04,Healthcare,17858.9
user_68,2025-08-19,Fuel,23579.49
user_68,2025-08-02,Rent,28526.37
user_68,2025-06-23,Insurance,4864.02
user_68,2025-09-15,Rent,9533.8
user_68,2025-05-30,Rent,9690.12
user_69,2025-09-16,Salary Credit,38452.77
user_69,2025-09-05,Salary Credit,11267.53
user_69,2025-09-12,Fuel,23287.28
user_69,2025-10-16,Dining,15735.22
user_69,2025-08-01,Dining,37496.72
user_69,2025-09-20,Groceries,15869.11
user_69,2025-05-27,Investment,35442.74
user_69,2025-08-18,Groceries,14308.69
user_69,2025-10-09,Utilities,16119.28
user_69,2025-07-28,Dining,41846.13
user_69,2025-08-09,EMI,44236.64
user_69,2025-06-15,Groceries,48974.27
user_69,2025-07-13,EMI,35029.13
user_69,2025-07-20,EMI,5074.4
user_69,2025-11-02,Fuel,29145.46
user_69,2025-05-08,Fuel,38732.34
user_69,2025-05-31,Healthcare,22758.82
user_69,2025-09-06,Groceries,2318.19
user_69,2025-07-14,Utilities,19591.19
user_69,2025-09-22,Healthcare,28651.21
user_69,2025-11-02,Investment,17672.62
user_69,2025-08-23,EMI,10768.62
user_69,2025-09-09,Healthcare,27804.75
user_69,2025-07-11,EMI,4992.5
user_69,2025-09-18,Dining,13281.59
user_69,2025-06-20,Insurance,13411.87
user_69,2025-09-08,Rent,26092.98
user_69,2025-09-30,Groceries,24022.89
user_69,2025-07-05,Insurance,29547.63
user_69,2025-05-13,Fuel,28406.59
user_69,2025-07-13,Utilities,45113.11
user_69,2025-07-01,Fuel,35213.77
user_69,2025-05-18,Fuel,43531.79
user_69,2025-09-26,Salary Credit,8358.15
user_69,2025-06-26,Insurance,17068.27
user_69,2025-09-29,Rent,9762.02
user_69,2025-10-22,Fuel,15660.64
user_69,2025-08-06,Insurance,27565.52
user_70,2025-09-15,Insurance,40556.46
user_70,2025-05-29,Insurance,29881.95
user_70,2025-07-25,Investment,36682.27
user_70,2025-08-09,Insurance,41787.77
user_70,2025-10-11,EMI,36306.94
user_70,2025-05-25,Utilities,17224.97
user_70,2025-11-04,Investment,15358.58
user_70,2025-09-16,Dining,38277.06
user_70,2025-09-20,Healthcare,5838.84
user_70,2025-05-25,Investment,38816.59
user_70,2025-07-17,Utilities,20337.13
user_70,2025-10-04,Salary Credit,8619.29
user_70,2025-05-13,Groceries,46156.5
user_70,2025-05-24,Utilities,48279.16
user_70,2025-10-08,Healthcare,10323.88
user_70,2025-05-31,Utilities,37716.58
user_70,2025-08-12,Groceries,33338.62
user_70,2025-07-03,Salary Credit,48531.09
user_70,2025-06-09,EMI,39746.74
user_70,2025-06-15,Groceries,40173.74
user_71,2025-10-26,Investment,8684.43
user_71,2025-10-13,Salary Credit,33101.13
user_71,2025-08-18,Dining,44206.26
user_71,2025-08-06,EMI,15722.57
user_71,2025-07-17,Groceries,12191.09
user_71,2025-06-24,Dining,22109.17
user_71,2025-07-11,Dining,8129.83
user_71,2025-10-30,Healthcare,42360.59
user_71,2025-06-23,Fuel,744.77
user_71,2025-09-01,Groceries,17563.24
user_71,2025-09-21,Insurance,27716.54
user_71,2025-09-02,Investment,35089.6
user_71,2025-06-02,Insurance,33587.62
user_71,2025-05-30,Insurance,35458.09
user_71,2025-05-12,Rent,19684.91
user_71,2025-06-24,Fuel,38270.69
user_71,2025-09-15,Groceries,20294.24
user_71,2025-05-11,Fuel,44952.05
user_71,2025-09-24,Investment,30048.47
user_71,2025-05-15,Healthcare,4047.01
user_71,2025-11-02,Insurance,33658.9
user_71,2025-07-05,Utilities,1831.37
user_71,2025-06-26,Utilities,9318.92
user_71,2025-07-05,Dining,18772.06
user_71,2025-07-12,Fuel,25322.07
user_71,2025-05-18,Salary Credit,30723.04
user_71,2025-10-18,Investment,45772.01
user_71,2025-06-03,Dining,7334.96
user_71,2025-09-10,Dining,2690.27
user_71,2025-08-15,EMI,22052.33
user_71,2025-05-25,Fuel,19511.29
user_71,2025-09-27,Groceries,21572.71
user_71,2025-09-24,EMI,15899.06
user_71,2025-08-14,Insurance,2223.92
user_72,2025-08-16,Groceries,8595.37
user_72,2025-07-15,Healthcare,41794.51
