user_id,month,total_income,total_expenses,savings,savings_ratio,debt_ratio,expense_ratio,predicted_financial_health
user_126,2024-02,42235.03,13633.23,28601.8,0.677,45.981,0.323,Moderate
user_126,2024-03,38598.48,12786.64,25811.83,0.669,41.941,0.331,Moderate
user_126,2024-04,43179.79,13502.5,29677.29,0.687,45.106,0.313,Moderate
user_126,2024-05,45071.15,15415.19,29655.95,0.658,47.267,0.342,Moderate
user_126,2024-06,42861.47,15055.94,27805.53,0.649,47.666,0.351,Moderate
user_126,2024-07,44244.46,15509.64,28734.82,0.649,41.034,0.351,Moderate
user_126,2024-08,41467.49,15446.13,26021.35,0.628,43.106,0.372,Moderate
user_126,2024-09,43694.76,15107.57,28587.2,0.654,41.04,0.346,Moderate
user_126,2024-10,43532.18,13460.87,30071.31,0.691,45.202,0.309,Moderate
user_126,2024-11,40042.79,12523.69,27519.1,0.687,45.891,0.313,Moderate
user_126,2024-12,43460.59,13308.86,30151.73,0.694,47.569,0.306,Moderate
user_133,2024-01,154379.66,79648.2,74731.46,0.484,53.745,0.516,Needs Improvement
user_133,2024-02,148253.58,98646.06,49607.52,0.335,56.137,0.665,Needs Improvement
user_133,2024-03,156232.3,74119.88,82112.42,0.526,49.975,0.474,Needs Improvement
user_133,2024-04,148970.23,88349.89,60620.33,0.407,49.713,0.593,Needs Improvement
user_133,2024-05,142869.16,84387.11,58482.05,0.409,57.267,0.591,Needs Improvement
user_133,2024-06,166141.22,90553.01,75588.22,0.455,49.176,0.545,Needs Improvement
user_133,2024-07,141377.17,78294.48,63082.69,0.446,57.595,0.554,Needs Improvement
user_133,2024-08,167843.92,98292.31,69551.61,0.414,55.31,0.586,Needs Improvement
user_133,2024-09,143531.51,91446.16,52085.36,0.363,51.246,0.637,Needs Improvement
user_133,2024-10,163966.69,77337.3,86629.39,0.528,55.568,0.472,Needs Improvement
user_133,2024-11,139683.63,95747.33,43936.31,0.315,51.389,0.685,Needs Improvement
user_133,2024-12,146350.7,78271.64,68079.06,0.465,57.579,0.535,Needs Improvement
user_10,2024-01,175777.65,110829.83,64947.81,0.369,24.934,0.631,Needs Improvement
user_10,2024-02,168761.21,127400.32,41360.88,0.245,25.205,0.755,Needs Improvement
user_10,2024-03,181533.61,122638.06,58895.55,0.324,23.591,0.676,Needs Improvement
user_10,2024-04,168686.02,131719.76,36966.26,0.219,26.286,0.781,Needs Improvement
user_10,2024-05,179621.31,102956.55,76664.76,0.427,22.594,0.573,Needs Improvement
user_10,2024-06,175422.24,127942.9,47479.34,0.271,25.176,0.729,Needs Improvement
user_10,2024-07,158081.57,105121.77,52959.81,0.335,23.718,0.665,Needs Improvement
user_10,2024-08,156540.76,112700.26,43840.5,0.28,26.085,0.72,Needs Improvement
user_10,2024-09,159156.41,103546.99,55609.42,0.349,24.496,0.651,Needs Improvement
user_10,2024-10,163773.71,122337.1,41436.6,0.253,22.595,0.747,Needs Improvement
user_10,2024-11,183860.9,130868.18,52992.72,0.288,22.382,0.712,Needs Improvement
user_10,2024-12,172079.53,115429.82,56649.71,0.329,25.787,0.671,Needs Improvement
user_19,2024-01,143917.68,121838.18,22079.5,0.153,27.713,0.847,Good
user_19,2024-02,132422.14,111835.91,20586.22,0.155,29.421,0.845,Good
user_19,2024-03,151245.06,120043.13,31201.93,0.206,27.041,0.794,Good
user_19,2024-04,144740.97,120101.25,24639.72,0.17,29.705,0.83,Good
user_19,2024-05,143256.98,122769.52,20487.46,0.143,26.908,0.857,Good
user_19,2024-06,147037.86,97023.94,50013.93,0.34,30.206,0.66,Good
user_19,2024-07,145041.59,110792.06,34249.53,0.236,29.841,0.764,Good
user_19,2024-08,149142.67,95717.31,53425.36,0.358,30.961,0.642,Good
user_19,2024-09,131397.45,113619.49,17777.95,0.135,28.373,0.865,Good
user_19,2024-10,138901.91,100303.52,38598.4,0.278,29.126,0.722,Good
user_19,2024-11,149900.56,102876.71,47023.85,0.314,30.607,0.686,Good
user_19,2024-12,135351.84,109452.06,25899.78,0.191,29.316,0.809,Good
user_56,2024-01,47003.19,42861.42,4141.77,0.088,34.719,0.912,Good
user_56,2024-02,51976.43,36248.99,15727.43,0.303,37.317,0.697,Good
user_56,2024-03,49933.37,38424.67,11508.7,0.23,33.896,0.77,Good
user_56,2024-04,51188.97,37511.19,13677.79,0.267,33.285,0.733,Good
user_56,2024-05,49862.34,45090.99,4771.35,0.096,34.265,0.904,Good
user_56,2024-06,50448.46,44382.87,6065.6,0.12,35.662,0.88,Good
user_56,2024-07,45401.23,46611.58,-1210.34,0.0,32.85,1.027,Good
user_56,2024-08,47388.23,46059.22,1329.01,0.028,34.593,0.972,Good
user_56,2024-09,46196.4,39093.11,7103.29,0.154,32.835,0.846,Good
user_56,2024-10,49753.4,37478.04,12275.36,0.247,34.961,0.753,Good
user_56,2024-11,50605.47,37349.21,13256.26,0.262,38.478,0.738,Good
user_56,2024-12,52002.96,36816.77,15186.19,0.292,33.976,0.708,Good
user_76,2024-01,166314.75,87714.37,78600.39,0.473,20.072,0.527,Moderate
user_76,2024-02,158429.58,96088.59,62340.99,0.393,19.165,0.607,Moderate
user_76,2024-03,158139.01,91645.05,66493.96,0.42,20.668,0.58,Moderate
user_76,2024-04,166116.44,92408.54,73707.89,0.444,21.691,0.556,Moderate
user_76,2024-05,161733.74,94221.08,67512.66,0.417,19.013,0.583,Moderate
user_76,2024-06,162160.29,107608.47,54551.82,0.336,20.782,0.664,Moderate
user_76,2024-07,159997.92,108158.81,51839.11,0.324,21.671,0.676,Moderate
user_76,2024-08,163937.99,99649.77,64288.22,0.392,20.014,0.608,Moderate
user_76,2024-09,163091.31,111202.51,51888.8,0.318,19.539,0.682,Moderate
user_76,2024-10,162910.2,113236.12,49674.08,0.305,19.751,0.695,Moderate
user_76,2024-11,143608.27,94932.76,48675.5,0.339,20.073,0.661,Moderate
user_76,2024-12,162327.12,90193.69,72133.43,0.444,19.144,0.556,Moderate
user_151,2024-01,214475.71,154378.69,60097.01,0.28,32.306,0.72,Needs Improvement
user_151,2024-02,215421.13,169569.95,45851.18,0.213,32.03,0.787,Needs Improvement
user_151,2024-03,216312.19,154278.14,62034.05,0.287,35.222,0.713,Needs Improvement
user_151,2024-04,255799.38,161251.02,94548.36,0.37,33.742,0.63,Needs Improvement
user_151,2024-05,246036.23,169703.65,76332.58,0.31,35.9,0.69,Needs Improvement
user_151,2024-06,247836.43,194842.48,52993.95,0.214,35.693,0.786,Needs Improvement
user_151,2024-07,241461.66,191928.25,49533.4,0.205,32.994,0.795,Needs Improvement
user_151,2024-08,234930.15,152690.58,82239.56,0.35,31.86,0.65,Needs Improvement
user_151,2024-09,224280.65,160641.11,63639.54,0.284,33.939,0.716,Needs Improvement
user_151,2024-10,244006.97,179362.72,64644.25,0.265,33.602,0.735,Needs Improvement
user_151,2024-11,227948.33,175832.15,52116.18,0.229,35.004,0.771,Needs Improvement
user_151,2024-12,245913.52,183458.52,62455.0,0.254,35.469,0.746,Needs Improvement
user_105,2024-01,76381.77,43288.35,33093.42,0.433,10.866,0.567,Moderate
user_105,2024-02,74723.28,55708.39,19014.89,0.254,11.822,0.746,Moderate
user_105,2024-03,72955.03,55476.35,17478.68,0.24,11.406,0.76,Moderate
user_105,2024-04,64605.86,48022.89,16582.97,0.257,11.252,0.743,Moderate
user_105,2024-05,65863.71,56986.25,8877.46,0.135,10.735,0.865,Moderate
user_105,2024-06,68875.42,44245.47,24629.95,0.358,11.078,0.642,Moderate
user_105,2024-07,72775.78,52976.72,19799.06,0.272,11.994,0.728,Moderate
user_105,2024-08,64724.77,47208.59,17516.18,0.271,11.683,0.729,Moderate
user_105,2024-09,65218.78,50061.6,15157.18,0.232,10.501,0.768,Moderate
user_105,2024-10,73980.43,45296.37,28684.06,0.388,11.33,0.612,Moderate
user_105,2024-11,71325.77,52432.25,18893.52,0.265,11.897,0.735,Moderate
user_105,2024-12,68600.99,55877.36,12723.63,0.185,10.985,0.815,Moderate
user_136,2024-01,110864.94,73289.42,37575.53,0.339,29.028,0.661,Needs Improvement
user_136,2024-02,114137.29,69746.55,44390.74,0.389,30.402,0.611,Needs Improvement
user_136,2024-03,105053.59,77688.24,27365.34,0.26,27.083,0.74,Needs Improvement
user_136,2024-04,110155.32,79141.66,31013.66,0.282,28.942,0.718,Needs Improvement
user_136,2024-05,106596.24,63833.94,42762.29,0.401,26.62,0.599,Needs Improvement
user_136,2024-06,123010.88,64207.79,58803.09,0.478,26.284,0.522,Needs Improvement
user_136,2024-07,109100.32,70064.2,39036.12,0.358,26.893,0.642,Needs Improvement
user_136,2024-08,117712.96,64741.39,52971.56,0.45,28.526,0.55,Needs Improvement
user_136,2024-09,123573.39,62046.27,61527.13,0.498,26.506,0.502,Needs Improvement
user_136,2024-10,115619.65,79563.3,36056.35,0.312,27.699,0.688,Needs Improvement
user_136,2024-11,106407.22,66457.38,39949.84,0.375,28.016,0.625,Needs Improvement
user_136,2024-12,116486.54,64078.44,52408.11,0.45,29.423,0.55,Needs Improvement
user_138,2024-01,189587.16,147046.59,42540.57,0.224,19.908,0.776,Needs Improvement
user_138,2024-02,206372.07,141393.34,64978.73,0.315,17.051,0.685,Needs Improvement
user_138,2024-03,201104.59,150144.08,50960.51,0.253,18.657,0.747,Needs Improvement
user_138,2024-04,217540.7,123820.63,93720.07,0.431,18.066,0.569,Needs Improvement
user_138,2024-05,190552.43,128342.95,62209.49,0.326,17.228,0.674,Needs Improvement
user_138,2024-06,185490.45,135315.39,50175.06,0.27,20.313,0.73,Needs Improvement
user_138,2024-07,213796.69,138875.45,74921.24,0.35,17.053,0.65,Needs Improvement
user_138,2024-08,187751.24,130067.39,57683.85,0.307,18.943,0.693,Needs Improvement
user_138,2024-09,207758.86,137815.86,69942.99,0.337,17.311,0.663,Needs Improvement
user_138,2024-10,221964.87,151944.93,70019.94,0.315,18.812,0.685,Needs Improvement
user_138,2024-11,213404.09,147158.72,66245.37,0.31,17.907,0.69,Needs Improvement
user_138,2024-12,206907.67,139508.1,67399.57,0.326,17.043,0.674,Needs Improvement
user_165,2024-01,161408.96,127016.44,34392.52,0.213,40.655,0.787,Moderate
user_165,2024-02,165848.52,114088.37,51760.14,0.312,43.66,0.688,Moderate
user_165,2024-03,149871.68,107738.33,42133.35,0.281,37.32,0.719,Moderate
user_165,2024-04,149976.79,129278.03,20698.76,0.138,40.458,0.862,Moderate
user_165,2024-05,153459.05,105482.26,47976.8,0.313,37.304,0.687,Moderate
user_165,2024-06,144888.53,138168.18,6720.34,0.046,40.493,0.954,Moderate
user_165,2024-07,155874.0,113858.67,42015.33,0.27,38.938,0.73,Moderate
user_165,2024-08,156362.84,112731.92,43630.92,0.279,36.606,0.721,Moderate
user_165,2024-09,169244.92,137490.43,31754.49,0.188,41.279,0.812,Moderate
user_165,2024-10,152498.37,124513.8,27984.57,0.184,39.282,0.816,Moderate
user_165,2024-11,161913.13,130132.24,31780.89,0.196,43.121,0.804,Moderate
user_165,2024-12,144622.31,128919.26,15703.05,0.109,40.606,0.891,Moderate
user_77,2024-01,172723.11,129113.62,43609.48,0.252,31.409,0.748,Moderate
user_77,2024-02,145738.27,120087.68,25650.59,0.176,35.432,0.824,Moderate
user_77,2024-03,146367.54,118527.72,27839.82,0.19,32.48,0.81,Moderate
user_77,2024-04,169462.04,100927.91,68534.12,0.404,33.079,0.596,Moderate
user_77,2024-05,161166.87,128119.47,33047.4,0.205,33.95,0.795,Moderate
user_77,2024-06,149613.39,125508.65,24104.74,0.161,30.432,0.839,Moderate
user_77,2024-07,164275.94,124512.14,39763.8,0.242,32.265,0.758,Moderate
user_77,2024-08,165715.49,115839.13,49876.37,0.301,34.887,0.699,Moderate
user_77,2024-09,145648.57,121614.52,24034.04,0.165,31.586,0.835,Moderate
user_77,2024-10,169114.91,104072.33,65042.58,0.385,33.821,0.615,Moderate
user_77,2024-11,163261.17,113858.59,49402.58,0.303,33.629,0.697,Moderate
user_77,2024-12,173816.77,116136.77,57680.0,0.332,35.139,0.668,Moderate
user_80,2024-01,161972.42,115186.31,46786.12,0.289,20.931,0.711,Good
user_80,2024-02,171076.93,104859.74,66217.19,0.387,19.945,0.613,Good
user_80,2024-03,175144.43,109154.09,65990.34,0.377,21.229,0.623,Good
user_80,2024-04,165763.61,110102.52,55661.09,0.336,19.546,0.664,Good
user_80,2024-05,153197.46,101621.96,51575.5,0.337,18.549,0.663,Good
user_80,2024-06,159941.8,110370.73,49571.07,0.31,22.086,0.69,Good
user_80,2024-07,150246.36,106291.51,43954.85,0.293,20.949,0.707,Good
user_80,2024-08,153283.26,100509.83,52773.43,0.344,19.799,0.656,Good
user_80,2024-09,180928.58,93498.33,87430.26,0.483,18.823,0.517,Good
user_80,2024-10,178406.36,115722.61,62683.75,0.351,18.596,0.649,Good
user_80,2024-11,172056.41,110008.81,62047.6,0.361,18.475,0.639,Good
user_80,2024-12,175929.08,102229.6,73699.48,0.419,21.167,0.581,Good
user_198,2024-01,176704.36,124878.68,51825.68,0.293,5.437,0.707,Needs Improvement
user_198,2024-02,153881.5,99466.67,54414.82,0.354,5.384,0.646,Needs Improvement
user_198,2024-03,167517.17,102189.74,65327.42,0.39,5.64,0.61,Needs Improvement
user_198,2024-04,173118.63,129723.42,43395.21,0.251,5.382,0.749,Needs Improvement
user_198,2024-05,153123.17,130471.6,22651.57,0.148,6.163,0.852,Needs Improvement
user_198,2024-06,175415.86,107437.87,67977.99,0.388,5.398,0.612,Needs Improvement
user_198,2024-07,150240.06,125169.16,25070.91,0.167,5.76,0.833,Needs Improvement
user_198,2024-08,145960.89,107493.82,38467.08,0.264,6.021,0.736,Needs Improvement
user_198,2024-09,176452.82,103851.98,72600.84,0.411,5.95,0.589,Needs Improvement
user_198,2024-10,170558.37,126937.79,43620.58,0.256,6.298,0.744,Needs Improvement
user_198,2024-11,169390.43,100926.61,68463.82,0.404,6.432,0.596,Needs Improvement
user_198,2024-12,159201.84,110246.82,48955.01,0.308,5.35,0.692,Needs Improvement
user_39,2024-01,233079.3,197672.16,35407.13,0.152,37.073,0.848,Needs Improvement
user_39,2024-02,269261.18,159242.67,110018.51,0.409,36.941,0.591,Needs Improvement
user_39,2024-03,262884.78,154888.6,107996.18,0.411,35.823,0.589,Needs Improvement
user_39,2024-04,242192.51,178184.39,64008.12,0.264,37.377,0.736,Needs Improvement
user_39,2024-05,223195.41,156074.66,67120.75,0.301,39.992,0.699,Needs Improvement
user_39,2024-06,239313.11,184846.35,54466.76,0.228,33.514,0.772,Needs Improvement
user_39,2024-07,256803.68,171250.15,85553.53,0.333,38.507,0.667,Needs Improvement
user_39,2024-08,252369.44,202988.1,49381.34,0.196,35.287,0.804,Needs Improvement
user_39,2024-09,266843.37,187814.44,79028.93,0.296,37.241,0.704,Needs Improvement
user_39,2024-10,236891.09,203650.53,33240.57,0.14,36.607,0.86,Needs Improvement
user_39,2024-11,268534.66,176309.69,92224.97,0.343,37.665,0.657,Needs Improvement
user_39,2024-12,251761.03,169270.09,82490.94,0.328,38.804,0.672,Needs Improvement
user_25,2024-01,89987.1,59235.47,30751.64,0.342,18.32,0.658,Good
user_25,2024-02,94596.87,64606.06,29990.81,0.317,18.927,0.683,Good
user_25,2024-03,90237.49,55557.69,34679.8,0.384,18.495,0.616,Good
user_25,2024-04,101072.55,61453.39,39619.17,0.392,18.131,0.608,Good
user_25,2024-05,95106.84,69719.75,25387.09,0.267,17.31,0.733,Good
user_25,2024-06,102161.04,67408.93,34752.12,0.34,18.334,0.66,Good
user_25,2024-07,106980.54,61306.79,45673.75,0.427,17.3,0.573,Good
user_25,2024-08,105776.59,59878.12,45898.47,0.434,18.699,0.566,Good
user_25,2024-09,103179.07,71064.34,32114.74,0.311,17.761,0.689,Good
user_25,2024-10,102149.18,58997.33,43151.85,0.422,16.611,0.578,Good
user_25,2024-11,104496.89,58574.96,45921.94,0.439,16.01,0.561,Good
user_25,2024-12,101426.53,61665.75,39760.78,0.392,17.361,0.608,Good
user_123,2024-01,124226.84,71884.93,52341.91,0.421,6.646,0.579,Moderate
user_123,2024-02,121349.54,62529.0,58820.54,0.485,6.452,0.515,Moderate
user_123,2024-03,113766.15,73356.1,40410.06,0.355,6.871,0.645,Moderate
user_123,2024-04,120718.58,69841.08,50877.5,0.421,6.645,0.579,Moderate
user_123,2024-05,117160.29,72948.34,44211.95,0.377,5.807,0.623,Moderate
user_123,2024-06,116580.99,67601.52,48979.46,0.42,6.34,0.58,Moderate
user_123,2024-07,109108.83,68634.81,40474.02,0.371,5.913,0.629,Moderate
user_123,2024-08,121878.51,70079.97,51798.54,0.425,5.766,0.575,Moderate
user_123,2024-09,108953.23,82395.2,26558.03,0.244,6.228,0.756,Moderate
user_123,2024-10,125050.06,61905.1,63144.96,0.505,5.884,0.495,Moderate
user_123,2024-11,106989.69,79597.94,27391.75,0.256,6.444,0.744,Moderate
user_123,2024-12,102912.42,66861.08,36051.35,0.35,5.892,0.65,Moderate
user_196,2024-01,234196.26,170563.54,63632.73,0.272,24.22,0.728,Needs Improvement
user_196,2024-02,226835.9,194369.59,32466.31,0.143,26.153,0.857,Needs Improvement
user_196,2024-03,248439.76,162803.05,85636.71,0.345,24.738,0.655,Needs Improvement
user_196,2024-04,249403.74,174071.6,75332.14,0.302,28.809,0.698,Needs Improvement
user_196,2024-05,221280.9,174134.66,47146.25,0.213,27.668,0.787,Needs Improvement
user_196,2024-06,260151.18,166154.96,93996.22,0.361,25.988,0.639,Needs Improvement
user_196,2024-07,264504.64,172415.63,92089.01,0.348,24.191,0.652,Needs Improvement
user_196,2024-08,251505.52,179085.71,72419.82,0.288,26.712,0.712,Needs Improvement
user_196,2024-09,240209.04,155613.02,84596.02,0.352,28.81,0.648,Needs Improvement
user_196,2024-10,262371.64,164101.62,98270.02,0.375,28.574,0.625,Needs Improvement
user_196,2024-11,250526.23,183095.83,67430.4,0.269,28.853,0.731,Needs Improvement
user_196,2024-12,227271.65,158130.29,69141.36,0.304,24.26,0.696,Needs Improvement
user_30,2024-01,68159.81,60998.0,7161.8,0.105,45.742,0.895,Good
user_30,2024-02,61759.86,59952.96,1806.9,0.029,47.98,0.971,Good
user_30,2024-03,60199.94,68092.1,-7892.17,0.0,44.792,1.131,Good
user_30,2024-04,59870.99,69760.68,-9889.69,0.0,41.822,1.165,Good
user_30,2024-05,62991.67,68025.73,-5034.06,0.0,41.574,1.08,Good
user_30,2024-06,58373.05,62600.58,-4227.53,0.0,48.924,1.072,Good
user_30,2024-07,61319.78,62025.5,-705.72,0.0,46.113,1.012,Good
user_30,2024-08,59048.58,70923.79,-11875.21,0.0,44.635,1.201,Good
user_30,2024-09,65395.35,68341.04,-2945.69,0.0,46.937,1.045,Good
user_30,2024-10,60798.71,63602.61,-2803.9,0.0,48.075,1.046,Good
user_30,2024-11,60211.05,54771.69,5439.37,0.09,40.433,0.91,Good
user_30,2024-12,63445.3,58539.01,4906.29,0.077,41.623,0.923,Good
user_20,2024-01,203668.93,115245.43,88423.5,0.434,31.814,0.566,Good
user_20,2024-02,186464.15,118321.05,68143.1,0.365,30.513,0.635,Good
user_20,2024-03,184759.96,132006.02,52753.94,0.286,28.499,0.714,Good
user_20,2024-04,191732.13,112814.45,78917.68,0.412,33.876,0.588,Good
user_20,2024-05,206787.3,125310.54,81476.77,0.394,28.844,0.606,Good
user_20,2024-06,181679.78,145388.84,36290.93,0.2,28.539,0.8,Good
user_20,2024-07,183932.46,113155.79,70776.66,0.385,29.469,0.615,Good
user_20,2024-08,180056.12,115313.38,64742.74,0.36,29.408,0.64,Good
user_20,2024-09,173515.87,144196.91,29318.96,0.169,31.622,0.831,Good
user_20,2024-10,182504.19,117005.38,65498.82,0.359,28.487,0.641,Good
user_20,2024-11,204760.14,131173.31,73586.82,0.359,33.261,0.641,Good
user_20,2024-12,197041.64,131562.02,65479.62,0.332,32.41,0.668,Good
user_144,2024-01,174553.09,140001.69,34551.4,0.198,16.421,0.802,Needs Improvement
user_144,2024-02,162530.85,111237.18,51293.67,0.316,15.451,0.684,Needs Improvement
user_144,2024-03,189395.85,107846.84,81549.01,0.431,15.735,0.569,Needs Improvement
user_144,2024-04,160531.0,141059.78,19471.23,0.121,14.426,0.879,Needs Improvement
user_144,2024-05,164679.42,135021.49,29657.94,0.18,15.769,0.82,Needs Improvement
user_144,2024-06,189766.91,111227.48,78539.43,0.414,14.446,0.586,Needs Improvement
user_144,2024-07,163242.12,126955.35,36286.77,0.222,16.354,0.778,Needs Improvement
user_144,2024-08,175919.37,136739.12,39180.24,0.223,13.694,0.777,Needs Improvement
user_144,2024-09,177911.06,123281.02,54630.04,0.307,15.377,0.693,Needs Improvement
user_144,2024-10,167528.63,121047.03,46481.6,0.277,15.189,0.723,Needs Improvement
user_144,2024-11,190409.88,113565.41,76844.47,0.404,15.41,0.596,Needs Improvement
user_144,2024-12,169264.62,119290.94,49973.68,0.295,14.405,0.705,Needs Improvement
user_87,2024-01,156228.2,96655.61,59572.6,0.381,15.141,0.619,Moderate
user_87,2024-02,167089.25,94067.97,73021.28,0.437,15.891,0.563,Moderate
user_87,2024-03,169149.35,108341.72,60807.63,0.359,16.01,0.641,Moderate
user_87,2024-04,144188.61,105071.03,39117.58,0.271,15.545,0.729,Moderate
user_87,2024-05,150716.8,119922.33,30794.46,0.204,15.343,0.796,Moderate
user_87,2024-06,168922.15,102486.39,66435.76,0.393,15.069,0.607,Moderate
user_87,2024-07,148145.55,96001.41,52144.13,0.352,14.128,0.648,Moderate
user_87,2024-08,171460.55,110373.84,61086.71,0.356,13.786,0.644,Moderate
user_87,2024-09,143953.74,100272.34,43681.4,0.303,15.518,0.697,Moderate
user_87,2024-10,149599.83,107035.14,42564.69,0.285,15.575,0.715,Moderate
user_87,2024-11,165647.14,90194.26,75452.88,0.456,14.098,0.544,Moderate
user_87,2024-12,149997.19,115012.28,34984.91,0.233,15.849,0.767,Moderate
user_115,2024-01,125016.41,85228.14,39788.27,0.318,26.828,0.682,Moderate
user_115,2024-02,116348.3,70768.25,45580.05,0.392,27.655,0.608,Moderate
user_115,2024-03,132566.99,77622.38,54944.61,0.414,26.98,0.586,Moderate
user_115,2024-04,125575.73,83549.21,42026.53,0.335,25.178,0.665,Moderate
user_115,2024-05,113643.06,74576.18,39066.88,0.344,26.594,0.656,Moderate
user_115,2024-06,115661.83,76434.64,39227.2,0.339,24.332,0.661,Moderate
user_115,2024-07,113673.44,79732.73,33940.72,0.299,25.043,0.701,Moderate
user_115,2024-08,110437.43,90266.61,20170.81,0.183,25.697,0.817,Moderate
user_115,2024-09,124806.03,91218.07,33587.96,0.269,24.626,0.731,Moderate
user_115,2024-10,117176.68,92638.31,24538.37,0.209,24.719,0.791,Moderate
user_115,2024-11,124401.37,74217.18,50184.19,0.403,25.033,0.597,Moderate
user_115,2024-12,119389.82,82087.75,37302.07,0.312,26.416,0.688,Moderate
user_174,2024-01,108328.84,93791.91,14536.93,0.134,26.092,0.866,Needs Improvement
user_174,2024-02,114739.71,80320.27,34419.44,0.3,23.747,0.7,Needs Improvement
user_174,2024-03,117900.85,79521.05,38379.8,0.326,24.707,0.674,Needs Improvement
user_174,2024-04,103343.06,84999.39,18343.67,0.178,25.573,0.822,Needs Improvement
user_174,2024-05,124119.54,80357.17,43762.37,0.353,23.787,0.647,Needs Improvement
user_174,2024-06,118315.12,90871.87,27443.25,0.232,22.451,0.768,Needs Improvement
user_174,2024-07,124399.81,77486.35,46913.46,0.377,22.533,0.623,Needs Improvement
user_174,2024-08,107880.65,84978.57,22902.08,0.212,26.671,0.788,Needs Improvement
user_174,2024-09,105880.41,78821.93,27058.48,0.256,25.5,0.744,Needs Improvement
user_174,2024-10,103398.47,96101.93,7296.53,0.071,24.646,0.929,Needs Improvement
user_174,2024-11,120406.47,98268.54,22137.94,0.184,23.927,0.816,Needs Improvement
user_174,2024-12,125412.35,91448.63,33963.72,0.271,26.226,0.729,Needs Improvement
user_6,2024-01,141326.72,132723.24,8603.48,0.061,10.53,0.939,Needs Improvement
user_6,2024-02,142005.27,106711.62,35293.64,0.249,9.371,0.751,Needs Improvement
user_6,2024-03,149844.44,108897.1,40947.34,0.273,9.522,0.727,Needs Improvement
user_6,2024-04,145004.06,118143.42,26860.64,0.185,10.107,0.815,Needs Improvement
user_6,2024-05,154549.31,142131.47,12417.85,0.08,10.558,0.92,Needs Improvement
user_6,2024-06,166092.86,136134.55,29958.31,0.18,9.622,0.82,Needs Improvement
user_6,2024-07,154848.32,139574.73,15273.6,0.099,10.325,0.901,Needs Improvement
user_6,2024-08,160615.32,125442.07,35173.25,0.219,10.277,0.781,Needs Improvement
user_6,2024-09,159664.02,140465.17,19198.85,0.12,9.727,0.88,Needs Improvement
user_6,2024-10,140895.92,126064.57,14831.36,0.105,11.268,0.895,Needs Improvement
user_6,2024-11,155451.59,143096.51,12355.07,0.079,11.2,0.921,Needs Improvement
user_6,2024-12,144097.47,128833.25,15264.22,0.106,9.533,0.894,Needs Improvement
user_127,2024-01,100671.47,53101.62,47569.85,0.473,32.869,0.527,Moderate
user_127,2024-02,88483.61,70369.89,18113.73,0.205,35.381,0.795,Moderate
user_127,2024-03,88338.83,62320.6,26018.23,0.295,32.895,0.705,Moderate
user_127,2024-04,89495.3,63600.03,25895.27,0.289,30.815,0.711,Moderate
user_127,2024-05,89469.62,58852.16,30617.46,0.342,32.81,0.658,Moderate
user_127,2024-06,89059.27,61263.08,27796.19,0.312,33.701,0.688,Moderate
user_127,2024-07,92947.07,62032.6,30914.46,0.333,30.548,0.667,Moderate
user_127,2024-08,86379.71,53724.69,32655.02,0.378,30.847,0.622,Moderate
user_127,2024-09,89656.91,68517.24,21139.66,0.236,35.649,0.764,Moderate
user_127,2024-10,102362.11,69098.28,33263.83,0.325,34.253,0.675,Moderate
user_127,2024-11,88400.1,71494.57,16905.53,0.191,32.882,0.809,Moderate
user_127,2024-12,92513.65,70299.07,22214.59,0.24,32.407,0.76,Moderate
user_118,2024-01,203431.37,181726.49,21704.87,0.107,22.526,0.893,Moderate
user_118,2024-02,231020.38,152024.94,78995.45,0.342,25.25,0.658,Moderate
user_118,2024-03,217214.45,166765.96,50448.48,0.232,22.684,0.768,Moderate
user_118,2024-04,196613.32,153962.7,42650.61,0.217,25.434,0.783,Moderate
user_118,2024-05,218233.39,159562.63,58670.76,0.269,25.671,0.731,Moderate
user_118,2024-06,220052.09,161041.13,59010.95,0.268,23.757,0.732,Moderate
user_118,2024-07,236138.73,159717.56,76421.18,0.324,25.616,0.676,Moderate
user_118,2024-08,213267.51,186385.24,26882.28,0.126,22.975,0.874,Moderate
user_118,2024-09,196002.27,141015.63,54986.64,0.281,25.678,0.719,Moderate
user_118,2024-10,196238.92,171662.81,24576.11,0.125,26.416,0.875,Moderate
user_118,2024-11,226662.24,184606.75,42055.5,0.186,22.426,0.814,Moderate
user_118,2024-12,227445.22,161424.62,66020.6,0.29,25.376,0.71,Moderate
user_74,2024-01,75357.89,52448.79,22909.1,0.304,47.8,0.696,Moderate
user_74,2024-02,78598.24,59077.98,19520.26,0.248,50.071,0.752,Moderate
user_74,2024-03,80058.28,51734.8,28323.48,0.354,46.225,0.646,Moderate
user_74,2024-04,79954.09,46099.59,33854.5,0.423,44.163,0.577,Moderate
user_74,2024-05,68228.09,60751.18,7476.91,0.11,46.343,0.89,Moderate
user_74,2024-06,66719.62,60542.07,6177.55,0.093,47.784,0.907,Moderate
user_74,2024-07,71940.54,50015.83,21924.71,0.305,44.106,0.695,Moderate
user_74,2024-08,72995.15,53735.35,19259.8,0.264,46.617,0.736,Moderate
user_74,2024-09,78660.84,57537.01,21123.82,0.269,43.212,0.731,Moderate
user_74,2024-10,70825.74,47919.22,22906.53,0.323,47.773,0.677,Moderate
